"timestamp","source","client"
"2020-02-28T13:30:45.444Z","duckhunt04.true.nl","5.255.79.14"
"2020-02-28T13:30:45.444Z","duckhunt04.true.nl","5.255.79.14"
"2020-02-28T13:30:49.447Z","duckhunt04.true.nl","81.17.62.205"
"2020-02-28T13:30:48.037Z","duckhunt04.true.nl",
"2020-02-28T13:30:51.037Z","duckhunt04.true.nl",
"2020-02-28T13:30:54.038Z","duckhunt04.true.nl",
"2020-02-28T13:30:47.597Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:30:49.598Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:30:51.599Z","duckhunt04.true.nl","54.36.148.170"
"2020-02-28T13:30:53.599Z","duckhunt04.true.nl","131.147.234.254"
"2020-02-28T13:30:53.599Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:30:53.599Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:30:53.599Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:30:54.600Z","duckhunt04.true.nl","163.158.116.175"
"2020-02-28T13:30:54.600Z","duckhunt04.true.nl","163.158.116.175"
"2020-02-28T13:30:52.000Z","duckhunt04.true.nl","77.241.85.110"
"2020-02-28T13:30:51.775Z","duckhunt04.true.nl","157.55.39.77"
"2020-02-28T13:30:46.400Z","duckhunt04.true.nl","195.169.15.201"
"2020-02-28T13:30:50.392Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:30:50.392Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:30:52.392Z","duckhunt04.true.nl","62.21.137.91"
"2020-02-28T13:30:53.393Z","duckhunt04.true.nl","159.100.67.218"
"2020-02-28T13:30:53.393Z","duckhunt04.true.nl","159.100.67.218"
"2020-02-28T13:30:53.393Z","duckhunt04.true.nl","159.100.67.218"
"2020-02-28T13:30:54.393Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:30:54.393Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:30:45.419Z","duckhunt01.true.nl","217.166.79.130"
"2020-02-28T13:30:45.419Z","duckhunt01.true.nl","217.166.79.130"
"2020-02-28T13:30:45.419Z","duckhunt01.true.nl","217.166.79.130"
"2020-02-28T13:30:45.419Z","duckhunt01.true.nl","217.166.79.130"
"2020-02-28T13:30:45.419Z","duckhunt01.true.nl","217.166.79.130"
"2020-02-28T13:30:45.419Z","duckhunt01.true.nl","217.166.79.130"
"2020-02-28T13:30:45.419Z","duckhunt01.true.nl","217.166.79.130"
"2020-02-28T13:30:45.419Z","duckhunt01.true.nl","217.166.79.130"
"timestamp","source","client"
"2020-02-28T13:31:44.654Z","duckhunt04.true.nl","37.0.81.193"
"2020-02-28T13:31:44.654Z","duckhunt04.true.nl","37.0.81.193"
"2020-02-28T13:31:47.655Z","duckhunt04.true.nl","37.0.81.193"
"2020-02-28T13:31:48.655Z","duckhunt04.true.nl","37.0.81.193"
"2020-02-28T13:31:41.618Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:41.617Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:42.397Z","duckhunt04.true.nl","81.17.20.10"
"2020-02-28T13:31:41.612Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:41.612Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:43.613Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:43.613Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:41.612Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:44.613Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:46.615Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:45.613Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:47.615Z","duckhunt04.true.nl","192.151.145.82"
"2020-02-28T13:31:47.616Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:47.616Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:48.616Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:49.616Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:40.326Z","duckhunt07.true.nl","162.144.23.247"
"2020-02-28T13:31:40.325Z","duckhunt07.true.nl","162.144.23.247"
"2020-02-28T13:31:47.415Z","duckhunt04.true.nl","84.30.246.32"
"timestamp","source","client"
"2020-02-28T13:31:47.655Z","duckhunt04.true.nl","37.0.81.193"
"2020-02-28T13:31:48.655Z","duckhunt04.true.nl","37.0.81.193"
"2020-02-28T13:31:54.983Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:47.618Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:47.615Z","duckhunt04.true.nl","192.151.145.82"
"2020-02-28T13:31:47.616Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:47.616Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:48.616Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:49.616Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:51.617Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:52.617Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:53.617Z","duckhunt04.true.nl","178.239.49.100"
"2020-02-28T13:31:47.415Z","duckhunt04.true.nl","84.30.246.32"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:48.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:48.407Z","duckhunt04.true.nl","185.134.218.34"
"2020-02-28T13:31:48.407Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:49.407Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:50.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:50.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:50.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:50.408Z","duckhunt04.true.nl","178.238.100.85"
"2020-02-28T13:31:47.407Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:51.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:53.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:53.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:54.409Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:54.409Z","duckhunt04.true.nl","127.0.0.1"
"timestamp","source","client"
"2020-02-28T13:31:54.983Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:51.617Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:52.617Z","duckhunt04.true.nl","136.144.189.96"
"2020-02-28T13:31:53.617Z","duckhunt04.true.nl","178.239.49.100"
"2020-02-28T13:31:50.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:50.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:50.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:50.408Z","duckhunt04.true.nl","178.238.100.85"
"2020-02-28T13:31:51.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:53.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:53.408Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:54.409Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:54.409Z","duckhunt04.true.nl","127.0.0.1"
"2020-02-28T13:31:57.409Z","duckhunt04.true.nl","127.0.0.1"
